assay,rep,monosome_fitness,monosome_rate,revert_rate,n_gen,pop_id
a1012,13,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36445
a1012,14,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36446
a1012,15,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36447
a1012,16,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36448
a1012,17,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36449
a1012,18,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36450
a1012,19,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36451
a1012,20,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36452
a1012,21,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36453
a1012,22,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36454
a1012,23,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36455
a1012,24,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36456
a1012,25,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36457
a1012,26,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36458
a1012,27,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36459
a1012,28,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36460
a1012,29,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36461
a1012,30,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36462
a1012,31,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36463
a1012,32,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36464
a1012,33,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36465
a1012,34,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36466
a1012,35,0.001,2.1544346900318822e-07,2.1544346900318822e-06,25,p36467
a1013,0,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36468
a1013,1,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36469
a1013,2,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36470
a1013,3,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36471
a1013,4,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36472
a1013,5,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36473
a1013,6,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36474
a1013,7,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36475
a1013,8,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36476
a1013,9,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36477
a1013,10,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36478
a1013,11,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36479
a1013,12,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36480
a1013,13,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36481
a1013,14,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36482
a1013,15,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36483
a1013,16,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36484
a1013,17,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36485
a1013,18,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36486
a1013,19,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36487
a1013,20,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36488
a1013,21,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36489
a1013,22,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36490
a1013,23,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36491
a1013,24,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36492
a1013,25,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36493
a1013,26,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36494
a1013,27,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36495
a1013,28,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36496
a1013,29,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36497
a1013,30,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36498
a1013,31,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36499
a1013,32,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36500
a1013,33,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36501
a1013,34,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36502
a1013,35,0.001,2.1544346900318822e-07,9.999999999999999e-06,25,p36503
a1014,0,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36504
a1014,1,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36505
a1014,2,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36506
a1014,3,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36507
a1014,4,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36508
a1014,5,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36509
a1014,6,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36510
a1014,7,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36511
a1014,8,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36512
a1014,9,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36513
a1014,10,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36514
a1014,11,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36515
a1014,12,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36516
a1014,13,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36517
a1014,14,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36518
a1014,15,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36519
a1014,16,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36520
a1014,17,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36521
a1014,18,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36522
a1014,19,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36523
a1014,20,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36524
a1014,21,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36525
a1014,22,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36526
a1014,23,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36527
a1014,24,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36528
a1014,25,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36529
a1014,26,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36530
a1014,27,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36531
a1014,28,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36532
a1014,29,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36533
a1014,30,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36534
a1014,31,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36535
a1014,32,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36536
a1014,33,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36537
a1014,34,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36538
a1014,35,0.001,2.1544346900318822e-07,4.641588833612772e-05,25,p36539
a1015,0,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36540
a1015,1,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36541
a1015,2,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36542
a1015,3,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36543
a1015,4,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36544
a1015,5,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36545
a1015,6,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36546
a1015,7,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36547
a1015,8,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36548
a1015,9,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36549
a1015,10,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36550
a1015,11,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36551
a1015,12,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36552
a1015,13,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36553
a1015,14,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36554
a1015,15,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36555
a1015,16,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36556
a1015,17,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36557
a1015,18,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36558
a1015,19,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36559
a1015,20,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36560
a1015,21,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36561
a1015,22,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36562
a1015,23,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36563
a1015,24,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36564
a1015,25,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36565
a1015,26,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36566
a1015,27,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36567
a1015,28,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36568
a1015,29,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36569
a1015,30,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36570
a1015,31,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36571
a1015,32,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36572
a1015,33,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36573
a1015,34,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36574
a1015,35,0.001,2.1544346900318822e-07,0.00021544346900318823,25,p36575
a1016,0,0.001,2.1544346900318822e-07,0.001,25,p36576
a1016,1,0.001,2.1544346900318822e-07,0.001,25,p36577
a1016,2,0.001,2.1544346900318822e-07,0.001,25,p36578
a1016,3,0.001,2.1544346900318822e-07,0.001,25,p36579
a1016,4,0.001,2.1544346900318822e-07,0.001,25,p36580
a1016,5,0.001,2.1544346900318822e-07,0.001,25,p36581
a1016,6,0.001,2.1544346900318822e-07,0.001,25,p36582
a1016,7,0.001,2.1544346900318822e-07,0.001,25,p36583
a1016,8,0.001,2.1544346900318822e-07,0.001,25,p36584
a1016,9,0.001,2.1544346900318822e-07,0.001,25,p36585
a1016,10,0.001,2.1544346900318822e-07,0.001,25,p36586
a1016,11,0.001,2.1544346900318822e-07,0.001,25,p36587
a1016,12,0.001,2.1544346900318822e-07,0.001,25,p36588
a1016,13,0.001,2.1544346900318822e-07,0.001,25,p36589
a1016,14,0.001,2.1544346900318822e-07,0.001,25,p36590
a1016,15,0.001,2.1544346900318822e-07,0.001,25,p36591
a1016,16,0.001,2.1544346900318822e-07,0.001,25,p36592
a1016,17,0.001,2.1544346900318822e-07,0.001,25,p36593
a1016,18,0.001,2.1544346900318822e-07,0.001,25,p36594
a1016,19,0.001,2.1544346900318822e-07,0.001,25,p36595
a1016,20,0.001,2.1544346900318822e-07,0.001,25,p36596
a1016,21,0.001,2.1544346900318822e-07,0.001,25,p36597
a1016,22,0.001,2.1544346900318822e-07,0.001,25,p36598
a1016,23,0.001,2.1544346900318822e-07,0.001,25,p36599
a1016,24,0.001,2.1544346900318822e-07,0.001,25,p36600
a1016,25,0.001,2.1544346900318822e-07,0.001,25,p36601
a1016,26,0.001,2.1544346900318822e-07,0.001,25,p36602
a1016,27,0.001,2.1544346900318822e-07,0.001,25,p36603
a1016,28,0.001,2.1544346900318822e-07,0.001,25,p36604
a1016,29,0.001,2.1544346900318822e-07,0.001,25,p36605
a1016,30,0.001,2.1544346900318822e-07,0.001,25,p36606
a1016,31,0.001,2.1544346900318822e-07,0.001,25,p36607
a1016,32,0.001,2.1544346900318822e-07,0.001,25,p36608
a1016,33,0.001,2.1544346900318822e-07,0.001,25,p36609
a1016,34,0.001,2.1544346900318822e-07,0.001,25,p36610
a1016,35,0.001,2.1544346900318822e-07,0.001,25,p36611
a1017,0,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36612
a1017,1,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36613
a1017,2,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36614
a1017,3,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36615
a1017,4,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36616
a1017,5,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36617
a1017,6,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36618
a1017,7,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36619
a1017,8,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36620
a1017,9,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36621
a1017,10,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36622
a1017,11,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36623
a1017,12,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36624
a1017,13,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36625
a1017,14,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36626
a1017,15,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36627
a1017,16,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36628
a1017,17,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36629
a1017,18,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36630
a1017,19,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36631
a1017,20,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36632
a1017,21,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36633
a1017,22,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36634
a1017,23,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36635
a1017,24,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36636
a1017,25,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36637
a1017,26,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36638
a1017,27,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36639
a1017,28,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36640
a1017,29,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36641
a1017,30,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36642
a1017,31,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36643
a1017,32,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36644
a1017,33,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36645
a1017,34,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36646
a1017,35,0.001,2.1544346900318822e-07,0.004641588833612773,25,p36647
a1018,0,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36648
a1018,1,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36649
a1018,2,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36650
a1018,3,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36651
a1018,4,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36652
a1018,5,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36653
a1018,6,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36654
a1018,7,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36655
a1018,8,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36656
a1018,9,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36657
a1018,10,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36658
a1018,11,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36659
a1018,12,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36660
a1018,13,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36661
a1018,14,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36662
a1018,15,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36663
a1018,16,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36664
a1018,17,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36665
a1018,18,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36666
a1018,19,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36667
a1018,20,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36668
a1018,21,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36669
a1018,22,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36670
a1018,23,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36671
a1018,24,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36672
a1018,25,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36673
a1018,26,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36674
a1018,27,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36675
a1018,28,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36676
a1018,29,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36677
a1018,30,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36678
a1018,31,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36679
a1018,32,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36680
a1018,33,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36681
a1018,34,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36682
a1018,35,0.001,2.1544346900318822e-07,0.021544346900318822,25,p36683
a1019,0,0.001,2.1544346900318822e-07,0.1,25,p36684
a1019,1,0.001,2.1544346900318822e-07,0.1,25,p36685
a1019,2,0.001,2.1544346900318822e-07,0.1,25,p36686
a1019,3,0.001,2.1544346900318822e-07,0.1,25,p36687
a1019,4,0.001,2.1544346900318822e-07,0.1,25,p36688
a1019,5,0.001,2.1544346900318822e-07,0.1,25,p36689
a1019,6,0.001,2.1544346900318822e-07,0.1,25,p36690
a1019,7,0.001,2.1544346900318822e-07,0.1,25,p36691
a1019,8,0.001,2.1544346900318822e-07,0.1,25,p36692
a1019,9,0.001,2.1544346900318822e-07,0.1,25,p36693
a1019,10,0.001,2.1544346900318822e-07,0.1,25,p36694
a1019,11,0.001,2.1544346900318822e-07,0.1,25,p36695
a1019,12,0.001,2.1544346900318822e-07,0.1,25,p36696
a1019,13,0.001,2.1544346900318822e-07,0.1,25,p36697
a1019,14,0.001,2.1544346900318822e-07,0.1,25,p36698
a1019,15,0.001,2.1544346900318822e-07,0.1,25,p36699
a1019,16,0.001,2.1544346900318822e-07,0.1,25,p36700
a1019,17,0.001,2.1544346900318822e-07,0.1,25,p36701
a1019,18,0.001,2.1544346900318822e-07,0.1,25,p36702
a1019,19,0.001,2.1544346900318822e-07,0.1,25,p36703
a1019,20,0.001,2.1544346900318822e-07,0.1,25,p36704
a1019,21,0.001,2.1544346900318822e-07,0.1,25,p36705
a1019,22,0.001,2.1544346900318822e-07,0.1,25,p36706
a1019,23,0.001,2.1544346900318822e-07,0.1,25,p36707
a1019,24,0.001,2.1544346900318822e-07,0.1,25,p36708
a1019,25,0.001,2.1544346900318822e-07,0.1,25,p36709
a1019,26,0.001,2.1544346900318822e-07,0.1,25,p36710
a1019,27,0.001,2.1544346900318822e-07,0.1,25,p36711
a1019,28,0.001,2.1544346900318822e-07,0.1,25,p36712
a1019,29,0.001,2.1544346900318822e-07,0.1,25,p36713
a1019,30,0.001,2.1544346900318822e-07,0.1,25,p36714
a1019,31,0.001,2.1544346900318822e-07,0.1,25,p36715
a1019,32,0.001,2.1544346900318822e-07,0.1,25,p36716
a1019,33,0.001,2.1544346900318822e-07,0.1,25,p36717
a1019,34,0.001,2.1544346900318822e-07,0.1,25,p36718
a1019,35,0.001,2.1544346900318822e-07,0.1,25,p36719
a1020,0,0.001,4.641588833612782e-07,1e-07,25,p36720
a1020,1,0.001,4.641588833612782e-07,1e-07,25,p36721
a1020,2,0.001,4.641588833612782e-07,1e-07,25,p36722
a1020,3,0.001,4.641588833612782e-07,1e-07,25,p36723
a1020,4,0.001,4.641588833612782e-07,1e-07,25,p36724
a1020,5,0.001,4.641588833612782e-07,1e-07,25,p36725
a1020,6,0.001,4.641588833612782e-07,1e-07,25,p36726
a1020,7,0.001,4.641588833612782e-07,1e-07,25,p36727
a1020,8,0.001,4.641588833612782e-07,1e-07,25,p36728
a1020,9,0.001,4.641588833612782e-07,1e-07,25,p36729
a1020,10,0.001,4.641588833612782e-07,1e-07,25,p36730
a1020,11,0.001,4.641588833612782e-07,1e-07,25,p36731
a1020,12,0.001,4.641588833612782e-07,1e-07,25,p36732
a1020,13,0.001,4.641588833612782e-07,1e-07,25,p36733
a1020,14,0.001,4.641588833612782e-07,1e-07,25,p36734
a1020,15,0.001,4.641588833612782e-07,1e-07,25,p36735
a1020,16,0.001,4.641588833612782e-07,1e-07,25,p36736
a1020,17,0.001,4.641588833612782e-07,1e-07,25,p36737
a1020,18,0.001,4.641588833612782e-07,1e-07,25,p36738
a1020,19,0.001,4.641588833612782e-07,1e-07,25,p36739
a1020,20,0.001,4.641588833612782e-07,1e-07,25,p36740
a1020,21,0.001,4.641588833612782e-07,1e-07,25,p36741
a1020,22,0.001,4.641588833612782e-07,1e-07,25,p36742
a1020,23,0.001,4.641588833612782e-07,1e-07,25,p36743
a1020,24,0.001,4.641588833612782e-07,1e-07,25,p36744
a1020,25,0.001,4.641588833612782e-07,1e-07,25,p36745
a1020,26,0.001,4.641588833612782e-07,1e-07,25,p36746
a1020,27,0.001,4.641588833612782e-07,1e-07,25,p36747
a1020,28,0.001,4.641588833612782e-07,1e-07,25,p36748
a1020,29,0.001,4.641588833612782e-07,1e-07,25,p36749
a1020,30,0.001,4.641588833612782e-07,1e-07,25,p36750
a1020,31,0.001,4.641588833612782e-07,1e-07,25,p36751
a1020,32,0.001,4.641588833612782e-07,1e-07,25,p36752
a1020,33,0.001,4.641588833612782e-07,1e-07,25,p36753
a1020,34,0.001,4.641588833612782e-07,1e-07,25,p36754
a1020,35,0.001,4.641588833612782e-07,1e-07,25,p36755
a1021,0,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36756
a1021,1,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36757
a1021,2,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36758
a1021,3,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36759
a1021,4,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36760
a1021,5,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36761
a1021,6,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36762
a1021,7,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36763
a1021,8,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36764
a1021,9,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36765
a1021,10,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36766
a1021,11,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36767
a1021,12,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36768
a1021,13,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36769
a1021,14,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36770
a1021,15,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36771
a1021,16,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36772
a1021,17,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36773
a1021,18,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36774
a1021,19,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36775
a1021,20,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36776
a1021,21,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36777
a1021,22,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36778
a1021,23,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36779
a1021,24,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36780
a1021,25,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36781
a1021,26,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36782
a1021,27,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36783
a1021,28,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36784
a1021,29,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36785
a1021,30,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36786
a1021,31,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36787
a1021,32,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36788
a1021,33,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36789
a1021,34,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36790
a1021,35,0.001,4.641588833612782e-07,4.641588833612782e-07,25,p36791
a1022,0,0.001,4.641588833612782e-07,2.1544346900318822e-06,25,p36792
a1022,1,0.001,4.641588833612782e-07,2.1544346900318822e-06,25,p36793
